date,open,high,low,close,volume
2009-08-31,1628.2,1632.1,1616.5,1625.2,228110000.0
2009-09-01,1620.1,1648.3,1591.0,1595.8,299150000.0
2009-09-02,1588.1,1602.9,1586.6,1594.3,208420000.0
2009-09-03,1601.2,1607.2,1585.6,1606.0,200750000.0
2009-09-04,1609.6,1639.9,1606.5,1638.1,184430000.0
2009-09-08,1651.6,1655.6,1643.4,1654.8,215980000.0
2009-09-09,1655.9,1676.3,1648.9,1669.2,262790000.00000003
2009-09-10,1668.6,1686.3,1665.5,1686.2,270620000.0
2009-09-11,1684.8,1689.7,1674.1,1685.5,237080000.0
2009-09-14,1673.6,1693.8,1673.1,1693.8,217690000.0
2009-09-15,1691.3,1703.5,1688.5,1699.5,253950000.0
2009-09-16,1706.0,1724.7,1699.7,1723.7,289410000.0
2009-09-17,1721.6,1732.4,1714.3,1721.1,277650000.0
2009-09-18,1728.9,1731.9,1716.4,1725.2,416360000.0
2009-09-21,1717.4,1735.3,1714.1,1731.6,242510000.0
